"","X","year","schoolcode","Candidates_2013","Passed_2013","Average_Marks_2013","Change_Average_Marks_2013","Band_2013","Rank_2013","Candidates_2014","Passed_2014","Average_Marks_2014","Change_Average_Marks_2014","Band_2014","Rank_2014","Candidates_2012","Passed_2012","Average_Marks_2012","Average_Marks_2011","Change_Average_2012","","Band_2011","Rank_2012","Rank_2011","Candidates_2011","Passed_2011","Schoolname","Identifier","Schoolproject_description","Schoolprojects_Students_Total","Schoolprojects_Boys","Schoolprojects_Girls","Schoolproject_happened","Project_2013","Project_2014","Bonanza_sum","Bonanza_2012","Bonanza_2013","Bonanza_2014","WS1","WS2","WS3","WS4","WS5","WS6","WS7","WS8","WS9","WS10","WS11","WS12","WS13","WS19","WS20","WS21","WS22","WS23","WS24","WS25","WS26","WS27","WS28","WS29","WS30","WS31","WS32","SUM.WORKSHOPS","WS.2010","WS.2011","WS.2012","WS.2013","WS.2014","WS.2015","student_sex_binary","Region","english_grade_numeric","science_grade_numeric","kiswahili_grade_numeric","maarifa_grade_numeric","hisabati_grade_numeric","average_grade_numeric"
"761",761,2013,"P0505112",68,37,96.1,15.77,7,8675,67,45,109.34,13.37,6,6607,66,12,80.33,125.71,-45.38,8,6,8175,4014,58,49,"RUGASHA  ","MULEBARUGASHA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"Kagera",3,3,3,3,4,3
"762",762,2013,"P0505215",30,6,82.77,17.29,7,12641,27,14,107.89,NA,6,6957,29,1,65.48,104.68,-39.2,8,7,13186,8501,25,15,"RUGEGE    ","MULEBARUGEGE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Kagera",4,4,4,3,5,4
"763",763,2013,"P0505113",49,30,108.16,28.08,6,5365,68,25,95.99,-12.17,7,10391,77,12,80.08,97,-16.92,8,7,8277,10234,70,33,"RUGONGO  ","MULEBARUGONGO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Kagera",3,3,2,3,3,3
"764",764,2013,"P0505114",32,13,98.38,24.84,7,7980,48,14,87.06,-11.32,7,12749,56,9,73.54,117.93,-44.39,8,6,10623,5522,57,44,"RUHANGA  ","MULEBARUHANGA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Kagera",4,4,5,4,4,4
"765",765,2013,"P0505115",48,27,105.98,23.77,6,5903,35,14,89.86,-16.08,7,12047,38,9,82.21,102.25,-20.04,7,7,7534,9067,65,36,"RUHIJA  ","MULEBARUHIJA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",3,3,3,2,3,3
"766",766,2013,"P0505138",54,26,93.63,20.29,7,9461,44,32,124.7,31.07,6,3496,47,4,73.34,136.78,-63.44,8,5,10705,2425,50,42,"RUKONDO  ","MULEBARUKONDO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"Kagera",5,4,4,5,3,4
"767",767,2013,"P0505116",23,17,111.26,31.35,6,4655,32,16,94.44,-16.82,7,10829,58,9,79.91,107.28,-27.37,8,6,8338,7911,98,64,"RULAMA  ","MULEBARULAMA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"Kagera",4,3,3,3,3,3
"768",768,2013,"P0505117",57,14,82.42,9.52,7,12733,36,34,125.44,43.02,6,3393,58,5,72.9,100.4,-27.5,8,7,10871,9488,62,29,"RULANDA  ","MULEBARULANDA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"Kagera",5,5,5,4,4,5
"769",769,2013,"P0505118",55,30,102.22,20.61,7,6865,65,24,95.51,-6.71,7,10531,59,10,81.61,96.12,-14.51,7,7,7739,10446,43,15,"RULONGO  ","MULEBARULONGO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"Kagera",3,3,3,3,2,3
"770",770,2013,"P0505180",50,27,101.1,27.39,7,7188,86,15,81.6,NA,7,13932,41,2,73.71,117.86,-44.15,8,6,10548,5539,36,29,"RUNAZI    ","MULEBARUNAZI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,4,3,3,3,3
"771",771,2013,"P0505216",26,8,88.23,17.59,7,11142,21,8,95.29,NA,7,10598,33,2,70.64,114.19,-43.55,8,6,11671,6322,26,19,"RUNYINYA    ","MULEBARUNYINYA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"Kagera",4,3,2,3,3,3
"772",772,2013,"P0505181",26,7,91.92,24.47,7,9972,26,21,108.08,NA,6,6907,20,0,67.45,94.08,-26.63,8,7,12643,10877,24,12,"RUSALALA   ","MULEBARUSALALA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,3,3,4,4,3
"773",773,2013,"P0505119",48,35,111.75,28.42,6,4535,40,29,118.95,7.2,6,4484,40,11,83.33,113.19,-29.86,7,6,7122,6534,54,38,"RUTABO 'A'  ","MULEBARUTABO'A'",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Kagera",3,2,2,3,3,3
"774",774,2013,"P0505120",28,22,116.5,22.8,6,3634,22,20,116.59,0.09,6,4977,27,10,93.7,110.14,-16.44,7,6,4288,7244,35,24,"RUTABO 'B'  ","MULEBARUTABO'B'",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"Kagera",3,2,2,3,3,3
"775",775,2013,"P0505121",55,55,158.75,-4.27,4,535,54,54,175.17,16.42,4,411,55,55,163.02,183.18,-20.16,4,3,187,215,40,40,"RUTABO SEMINARY  ","MULEBARUTABOSEMINARY",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",2,1,2,2,3,2
"776",776,2013,"P0505151",47,29,111.72,12.46,6,4543,38,34,119.63,7.91,6,4345,39,20,99.26,109.22,-9.96,7,6,3155,7451,49,27,"RUTEME  ","MULEBARUTEME",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,3,3,3,3,3
"777",777,2013,"P0505122",34,16,101.85,22.78,7,6981,26,18,108.12,6.27,6,6892,42,9,79.07,123.26,-44.19,8,6,8639,4452,34,31,"RUTENGE  ","MULEBARUTENGE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",5,3,3,3,4,4
"778",778,2013,"P0505152",19,10,102.74,17.01,7,6732,18,6,95.44,-7.3,7,10551,15,2,85.73,84.22,1.51,7,7,6350,12768,9,1,"RUTORO  ","MULEBARUTORO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",3,3,2,4,3,3
"779",779,2013,"P0505123",50,4,80.08,9.88,8,13260,42,39,134.9,54.82,5,2310,46,1,70.2,113.83,-43.63,8,6,11818,6394,78,60,"RUZINGA  ","MULEBARUZINGA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,4,4,4,4,4
"780",780,2013,"P0505164",42,11,88.95,9.69,7,10904,46,9,85,-3.95,7,13244,38,6,79.26,119.72,-40.46,8,6,8570,5156,39,28,"RWAKAHOZA  ","MULEBARWAKAHOZA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,4,3,4,4,4
"781",781,2013,"P0505221",14,12,108.79,15.96,6,5227,18,15,115.78,6.99,6,5161,18,4,92.83,NA,NA,7,NA,4498,NA,NA,NA,"RWANGANILO  ","MULEBARWANGANILO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,5,4,5,4,5
"782",782,2013,"P0505124",65,33,102.15,14.15,7,6880,112,34,88.44,-13.71,7,12399,65,15,88,96.57,-8.57,7,7,5675,10337,125,55,"RWANTEGE  ","MULEBARWANTEGE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"Kagera",3,3,2,4,4,3
"783",783,2013,"P0505226",40,17,97.97,NA,7,8107,30,5,84.4,-13.57,7,13367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWAZI  ","MULEBARWAZI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,3,3,3,4,3
"784",784,2013,"P0505182",35,11,91.8,19.28,7,10004,27,6,85.07,NA,7,13233,33,0,72.52,113.33,-40.81,8,6,11004,6506,18,11,"RWENSHATO    ","MULEBARWENSHATO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,4,4,4,4,4
"785",785,2013,"P0505125",32,10,91.56,18.79,7,10090,32,19,104.69,13.13,7,7865,39,6,72.77,125.69,-52.92,8,6,10915,4015,39,35,"RWIGEMBE  ","MULEBARWIGEMBE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",3,2,1,2,4,2
"786",786,2013,"P0505227",23,16,109.83,NA,6,4981,13,3,87.38,-22.45,7,12663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWIZI  ","MULEBARWIZI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,4,4,3,3,4
"787",787,2013,"P0505205",12,12,164.75,22.75,4,403,18,18,175.5,NA,4,403,12,12,142,151.91,-9.91,5,5,463,1128,11,11,"SIMBYA   ","MULEBASIMBYA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",1,3,2,2,2,2
"788",788,2013,"P0505183",53,53,206.81,11.6,2,33,44,44,214.48,7.67,2,29,47,47,195.21,198.81,-3.6,3,3,24,59,43,43,"ST ACHILEUS KIWANUKA  ","MULEBASTACHILEUSKIWANUKA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",1,1,1,2,2,1
"789",789,2013,"P0505156",70,70,203.4,9.32,3,47,62,62,196.03,NA,3,104,63,63,194.08,199.17,-5.09,3,3,30,55,29,29,"STJOSEPHRUTABO  ","MULEBASTJOSEPHRUTABO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",1,2,1,1,2,1
"790",790,2013,"P0505147",68,62,135.99,25.4,5,1392,60,44,122.63,-13.36,6,3812,56,37,110.59,144.83,-34.24,6,5,1668,1611,64,61,"TUKUTUKU  ","MULEBATUKUTUKU",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",3,3,3,3,4,3
"791",791,2013,"P0506001",41,39,140.12,62.35,5,1162,20,20,186.6,46.48,3,200,47,9,77.77,147.2,-69.43,8,5,9128,1436,35,34,"BUGARAMA  ","NGARABUGARAMA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",1,3,2,3,3,3
"792",792,2013,"P0506002",31,26,120.42,16.66,6,2939,24,23,162.83,42.41,4,673,34,22,103.76,146.1,-42.34,7,5,2443,1515,39,36,"BUHORORO  ","NGARABUHORORO","Construction of Library",NA,NA,NA,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,1,"Kagera",3,3,3,4,4,3
"793",793,2013,"P0506003",18,15,136.5,69.79,5,1360,27,7,77.7,-58.8,8,14609,21,0,66.71,135.89,-69.18,8,5,12855,2524,27,20,"BUKIRIRO  ","NGARABUKIRIRO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",2,3,3,2,3,2
"794",794,2013,"P0506078",19,13,115.84,32.63,6,3747,29,16,105.17,-10.67,7,7702,19,5,83.21,133.76,-50.55,7,5,7157,2801,38,29,"BULENGO  ","NGARABULENGO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",4,3,3,3,4,3
"795",795,2013,"P0506094",13,11,158.08,56.93,4,546,18,7,82.61,-75.47,7,13727,13,7,101.15,115.39,-14.24,7,6,2844,6048,18,11,"CHAMBALE  ","NGARACHAMBALE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",2,3,3,3,3,3
"796",796,2013,"P0506004",33,24,138.91,49.26,5,1217,37,26,126.68,-12.23,6,3220,57,21,89.65,94.58,-4.93,7,7,5264,10768,50,22,"CHIVU  ","NGARACHIVU",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",1,2,2,2,2,2
"797",797,2013,"P0506005",31,18,112.55,14.55,6,4371,38,24,127.11,14.56,6,3156,29,14,98,122.63,-24.63,7,6,3408,4586,30,22,"DJURULIGWA  ","NGARADJURULIGWA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",2,2,1,2,2,2
"798",798,2013,"P0506102",27,20,142.3,10.84,5,1062,30,15,102.53,-39.77,7,8482,28,20,131.46,115.28,16.18,5,6,668,6079,46,30,"GOYAGOYA  ","NGARAGOYAGOYA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",0,0,0,0,0,0
"799",799,2013,"P0506095",13,9,124.15,73.01,6,2427,12,12,153.67,29.52,5,1003,14,0,51.14,116.74,-65.6,9,6,15280,5757,19,13,"GWENZAZA  ","NGARAGWENZAZA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",4,4,3,4,3,4
"800",800,2013,"P0506072",21,18,152.05,45.13,5,714,24,21,152.21,0.16,5,1060,12,7,106.92,142.15,-35.23,6,5,2057,1857,26,20,"IBUGA  ","NGARAIBUGA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",1,2,2,3,2,2
"801",801,2013,"P0506112",60,19,78.55,7.46,8,13596,26,15,120.96,42.41,6,4087,54,5,71.09,NA,NA,8,NA,11528,NA,NA,NA,"KABAHESHI  ","NGARAKABAHESHI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",2,2,3,2,4,3
"802",802,2013,"P0506006",30,29,189.23,99.78,3,115,36,32,144.61,-44.62,5,1502,44,14,89.45,163.91,-74.46,7,4,5313,605,44,43,"KABALENZI  ","NGARAKABALENZI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",1,1,1,1,2,1
"803",803,2013,"P0506007",38,37,157.68,35.95,4,565,45,45,182.67,24.99,3,263,59,49,121.73,148.88,-27.15,6,5,988,1313,42,39,"KABANGA  ","NGARAKABANGA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,"Kagera",2,2,2,2,2,2
"804",804,2013,"P0506103",57,20,90.26,-4.08,7,10493,36,34,165.86,75.6,4,601,56,23,94.34,161.9,-67.56,7,4,4145,679,51,49,"KABURANZWILI  ","NGARAKABURANZWILI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,"Kagera",4,4,4,4,5,4
"805",805,2013,"P0506008",11,11,148.36,11.82,5,826,13,13,162.54,14.18,4,682,13,10,136.54,120.1,16.44,5,6,571,5081,20,15,"KAHAMA  ","NGARAKAHAMA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",3,2,2,2,4,3
"806",806,2013,"P0506113",21,20,159.76,NA,4,505,17,12,120.12,-39.64,6,4236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KAMULI  ","NGARAKAMULI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",2,1,3,2,2,2
"807",807,2013,"P0506009",39,31,136.46,47.28,5,1364,36,28,140.64,4.18,5,1781,49,14,89.18,172.15,-82.97,7,4,5377,389,27,24,"KANAZI  ","NGARAKANAZI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",4,3,2,2,3,3
"808",808,2013,"P0506010",98,32,88.47,14.59,7,11060,22,15,107.09,18.65,6,7169,49,7,73.88,139.35,-65.47,8,5,10493,2142,23,22,"KANYINYA  ","NGARAKANYINYA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",5,5,5,5,5,5
"809",809,2013,"P0506088",16,14,157.44,19.62,4,575,10,6,103.6,-53.84,7,8164,17,16,137.82,128.69,9.13,5,6,545,3536,16,15,"KAPFUHA  ","NGARAKAPFUHA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",2,3,2,2,2,2
"810",810,2013,"P0506071",34,16,103.94,37.52,7,6405,32,25,129.56,25.62,6,2866,40,2,66.42,82.87,-16.45,8,7,12940,12976,45,13,"KASANGE  ","NGARAKASANGE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",3,3,3,3,3,3
"811",811,2013,"P0506077",28,27,170.89,91.87,4,309,24,22,161.17,-9.72,4,711,66,16,79.02,118.85,-39.83,8,6,8659,5338,59,41,"KASHARAZI  ","NGARAKASHARAZI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,"Kagera",1,2,1,1,2,1
"812",812,2013,"P0506011",57,31,108.77,32.87,6,5231,29,17,126.79,18.02,6,3201,58,14,75.9,95.65,-19.75,8,7,9790,10549,57,20,"KASHINGA  ","NGARAKASHINGA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",2,2,1,2,1,2
"813",813,2013,"P0506012",46,16,86.8,-23.76,7,11558,23,13,115.35,28.55,6,5259,27,19,110.56,121,-10.44,6,6,1671,4881,74,54,"KASULO  ","NGARAKASULO",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,4,4,4,5,4
"814",814,2013,"P0506013",38,21,107.61,-2.04,6,5510,25,20,128.88,21.27,6,2939,26,16,109.65,169.47,-59.82,6,4,1773,453,32,29,"KATERERE  ","NGARAKATERERE",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",4,4,2,3,3,3
"815",815,2013,"P0506014",22,13,139.36,9.36,5,1188,18,12,126.78,-12.58,6,3203,16,10,130,146.39,-16.39,6,5,712,1494,18,16,"KEZA  ","NGARAKEZA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",3,3,4,5,4,4
"816",816,2013,"P0506015",28,17,110,22.72,6,4941,18,13,131.11,21.11,5,2696,18,6,87.28,151.12,-63.84,7,5,5867,1175,26,21,"KIBIRIZI  ","NGARAKIBIRIZI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",3,3,3,2,4,3
"817",817,2013,"P0506079",36,16,98.06,17.45,7,8085,46,19,95.17,-2.89,7,10633,49,11,80.61,74.97,5.64,7,8,8080,14041,58,10,"KIGARAMA  ","NGARAKIGARAMA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",2,2,3,3,4,3
"818",818,2013,"P0506076",33,21,114.67,30.17,6,3951,35,20,119.8,5.13,6,4307,30,13,84.5,136.8,-52.3,7,5,6734,2423,30,21,"KIGINA  ","NGARAKIGINA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",0,0,0,0,0,0
"819",819,2013,"P0506085",29,14,93.31,18.17,7,9550,21,17,124.05,30.74,6,3602,22,6,75.14,100.24,-25.1,8,7,10070,9522,21,12,"KIGOYI  ","NGARAKIGOYI",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",0,0,0,0,0,0
"820",820,2013,"P0506016",45,26,115.62,3.03,6,3780,23,20,140.48,24.86,5,1795,29,15,112.59,114.04,-1.45,6,6,1511,6351,24,14,"KIHINGA  ","NGARAKIHINGA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,"Kagera",3,4,3,3,3,3
"821",821,2013,"P0506017",37,14,80.41,-12.78,8,13204,34,19,96.85,16.44,7,10150,43,21,93.19,114.75,-21.56,7,6,4417,6207,28,17,"KIRUSHYA  ","NGARAKIRUSHYA",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",3,3,2,3,3,3
"822",822,2013,"P0506018",27,10,94.22,-20.18,7,9273,19,14,144.37,50.15,5,1516,25,16,114.4,134.24,-19.84,6,5,1372,2733,29,25,"KUKAZURU  ","NGARAKUKAZURU",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kagera",5,4,4,4,4,4
